,as_label,uberon_id,sex,ref_organ
641,Spatial entity of female left renal papilla f,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
642,Spatial entity of female left renal papilla g,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
643,Spatial entity of female left renal papilla h,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
644,Spatial entity of female left renal papilla i,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
645,Spatial entity of female left renal papilla j,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
646,Spatial entity of female left renal papilla k,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
647,Spatial entity of female left renal pyramid,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
648,Spatial entity of female left renal pyramid a,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
649,Spatial entity of female left renal pyramid b,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
650,Spatial entity of female left renal pyramid c,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
651,Spatial entity of female left renal pyramid d,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
652,Spatial entity of female left renal pyramid e,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
653,Spatial entity of female left renal pyramid f,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
654,Spatial entity of female left renal pyramid g,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
655,Spatial entity of female left renal pyramid h,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
656,Spatial entity of female left renal pyramid i,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
657,Spatial entity of female left renal pyramid j,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
658,Spatial entity of female left renal pyramid k,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
659,Spatial entity of female aortic valve,UBERON:0002137,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
660,Spatial entity of female interventricular septum,UBERON:0002094,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
661,Spatial entity of female left cardiac atrium,UBERON:0002079,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
662,Spatial entity of female left ventricle,UBERON:0002084,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
663,Spatial entity of female mitral valve,UBERON:0002135,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
664,Spatial entity of female papillary muscle of heart,UBERON:0002494,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
665,Spatial entity of female papillary muscle of heart ant,FMA:7264,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
666,Spatial entity of female papillary muscle of heart antlat,FMA:7265,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
667,Spatial entity of female papillary muscle of heart med,FMA:7262,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
668,Spatial entity of female papillary muscle of heart pos,FMA:7261,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
669,Spatial entity of female papillary muscle of heart posmed,FMA:7267,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
670,Spatial entity of female pulmonary valve,UBERON:0002146,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
671,Spatial entity of female right cardiac atrium,UBERON:0002078,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
672,Spatial entity of female right ventricle,UBERON:0002080,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
673,Spatial entity of female tricuspid valve,UBERON:0002134,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
674,Spatial entity of female valve,UBERON:0003978,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.3#primary
675,Spatial entity of female right ampulla of uterine tube,FMA:18491,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
676,Spatial entity of female right fibria of uterine tube,FMA:18497,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
677,Spatial entity of female right isthmus of fallopian tube,FMA:18493,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
678,Spatial entity of female right uterine tube infundibulum,FMA:18489,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary
679,Spatial entity of female left ampulla of uterine tube,FMA:18492,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
680,Spatial entity of female left fibria of uterine tube,FMA:18498,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
681,Spatial entity of female left isthmus of fallopian tube,FMA:18494,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
682,Spatial entity of female left uterine tube infundibulum,FMA:18490,Female,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.2#primary
683,Spatial entity of female right aqueous humor,FMA:58820,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
684,Spatial entity of female right bulbar conjunctiva,FMA:59028,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
685,Spatial entity of female right ciliary body,FMA:58296,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
686,Spatial entity of female right ciliary muscle,FMA:49152,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
687,Spatial entity of female right ciliary processes,UBERON:0010427,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
688,Spatial entity of female right cornea,FMA:58239,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
689,Spatial entity of female right corneo scleral junction,FMA:58343,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
690,Spatial entity of female right fovea,FMA:58661,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
691,Spatial entity of female right iris,FMA:58236,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
692,Spatial entity of female right lens,FMA:58242,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
693,Spatial entity of female right macula lutea,FMA:58638,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
694,Spatial entity of female right optic choroid,FMA:58299,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
695,Spatial entity of female right optic disc,FMA:58635,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
696,Spatial entity of female right ora serrata of retina,FMA:58601,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
697,Spatial entity of female palpebral conjunctiva of right lower eyelid,FMA:223074,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
698,Spatial entity of female palpebral conjunctiva of right upper eyelid,FMA:223076,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
699,Spatial entity of female right pupil,UBERON:0010224,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
700,Spatial entity of female right retina,FMA:58302,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
701,Spatial entity of female right schlemms canal,FMA:51874,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
702,Spatial entity of female right sclera,FMA:58271,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
703,Spatial entity of female right suspensory ligament of lens,FMA:58839,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
704,Spatial entity of female right trabecular meshwork,UBERON:0005969,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
705,Spatial entity of female right vitreous humor,FMA:261236,Female,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary
706,Spatial entity of male seminal vesicle,UBERON:0000998,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
707,Spatial entity of male transition zone  of prostate,UBERON:8410025,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
708,Spatial entity of male transition zone of prostate,UBERON:8410025,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
709,Spatial entity of male coccyx,UBERON:0001350,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
710,Spatial entity of male ilium,UBERON:0001273,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
711,Spatial entity of male ilium compact bone,UBERON:0001439,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
712,Spatial entity of male ilium spongy bone,UBERON:0002483,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
713,Spatial entity of male ischium,UBERON:0001274,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
714,Spatial entity of male ischium compact bone,UBERON:0001439,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
715,Spatial entity of male ischium spongy bone,UBERON:0002483,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
716,Spatial entity of male pubis,UBERON:0001275,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
717,Spatial entity of male pubis compact bone,UBERON:0001439,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
718,Spatial entity of male pubis spongy bone,UBERON:0002483,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
719,Spatial entity of male sacrum,UBERON:0003690,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary
720,Spatial entity of male body of pancreas,UBERON:0001150,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
721,Spatial entity of male head of pancreas,UBERON:0001069,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
722,Spatial entity of male neck of pancreas,FMA:14517,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
723,Spatial entity of male tail of pancreas,UBERON:0001151,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
724,Spatial entity of male uncinate process of the pancreas,UBERON:0010373,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary
725,Spatial entity of male cartilage of the main bronchus,FMA:13144,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
726,Spatial entity of male cartilage of the main bronchus,FMA:13143,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
727,Spatial entity of male left main bronchus,UBERON:0002178,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
728,Spatial entity of male right main bronchus,UBERON:0002177,Male,https://purl.humanatlas.io/ref-organ/main-bronchus-male/v1.1#primary
729,Spatial entity of male afferent lymphatic vessel,UBERON:0010396,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
730,Spatial entity of male blood vasculature,UBERON:0004536,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
731,Spatial entity of male capsule of lymph node,UBERON:0002194,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
732,Spatial entity of male efferent lymph node,UBERON:0010397,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
733,Spatial entity of male follicles,UBERON:0010748,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
734,Spatial entity of male medulla of lymph node,UBERON:0002007,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
735,Spatial entity of male paracortex,UBERON:0010417,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary
736,Spatial entity of male bronchi,UBERON:0002185,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
737,Spatial entity of male bronchus,UBERON:0002185,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
738,Spatial entity of male cartilage of the lobar bronchus,FMA:62659,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
739,Spatial entity of male cartilage of the tertiary bronchus,FMA:62662,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
740,Spatial entity of male hilum,UBERON:0004887,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
741,Spatial entity of male hilum lower,UBERON:0004887,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
742,Spatial entity of male hilum lower,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
743,Spatial entity of male hilum middle,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
744,Spatial entity of male hilum,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
745,Spatial entity of male hilum upper,UBERON:0004887,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
746,Spatial entity of male hilum upper,UBERON:0004888,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
747,Spatial entity of male left anterior basal bronchopulmonary segment,FMA:7378,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
748,Spatial entity of male left anterior basal bronchus,FMA:7506,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
749,Spatial entity of male left anterior bronchopulmonary segment,FMA:7373,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
750,Spatial entity of male left anterior bronchus,FMA:7428,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
751,Spatial entity of male left apical bronchopulmonary segment,FMA:7385,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
752,Spatial entity of male left apical bronchus,FMA:7426,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
753,Spatial entity of male left inferior lobar bronchus,UBERON:0012066,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
754,Spatial entity of male left lateral basal bronchopulmonary segment,FMA:7379,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
755,Spatial entity of male left lateral basal bronchus,FMA:7507,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
756,Spatial entity of male left lingula inferior bronchopulmonary segment,FMA:7375,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
757,Spatial entity of male left lingula inferior bronchus,FMA:7431,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
758,Spatial entity of male left lingula superior bronchopulmonary segment,FMA:7374,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
759,Spatial entity of male left lingula superior bronchus,FMA:7430,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
760,Spatial entity of male left medial basal bronchopulmonary segment,FMA:7377,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
761,Spatial entity of male left medial basal bronchus,FMA:7505,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
762,Spatial entity of male left posetrior basal bronchopulmonary segment,FMA:7508,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
763,Spatial entity of male left posterior basal bronchus,FMA:7508,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
764,Spatial entity of male left posterior bronchopulmonary segment,FMA:7386,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
765,Spatial entity of male left superior bronchopulmonary segment,FMA:7376,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
766,Spatial entity of male left superior bronchus,FMA:7504,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
767,Spatial entity of male left superior lobar bronchus,UBERON:0012065,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
768,Spatial entity of male lobar bronchi,UBERON:0003404,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
769,Spatial entity of male lobar bronchus,UBERON:0003405,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
770,Spatial entity of male lungs,UBERON:0002048,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
771,Spatial entity of male lungs,UBERON:0002168,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
772,Spatial entity of male lungs l,UBERON:0008953,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
773,Spatial entity of male lungs u,UBERON:0008952,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
774,Spatial entity of male lungs,UBERON:0002167,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
775,Spatial entity of male lungs l,UBERON:0002171,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
776,Spatial entity of male lungs m,UBERON:0002174,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
777,Spatial entity of male lungs u,UBERON:0002170,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
778,Spatial entity of male right anterior basal bronchopulmonary segment,FMA:7364,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
779,Spatial entity of male right anterior basal bronchus,FMA:7399,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
780,Spatial entity of male right anterior bronchopulmonary segment,FMA:7359,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
781,Spatial entity of male right anterior bronchus,FMA:7400,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
782,Spatial entity of male right apical bronchopulmonary segment,FMA:7338,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
783,Spatial entity of male right apical bronchus,FMA:7416,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
784,Spatial entity of male right intermediate bronchus,FMA:7415,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
785,Spatial entity of female left aqueous humor,FMA:58821,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
786,Spatial entity of female left bulbar conjunctiva,FMA:59029,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
787,Spatial entity of female left ciliary body,FMA:58297,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
788,Spatial entity of female left ciliary muscle,FMA:49153,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
789,Spatial entity of female left ciliary processes,UBERON:0010427,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
790,Spatial entity of female left cornea,FMA:58240,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
791,Spatial entity of female left corneo scleral junction,FMA:58344,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
792,Spatial entity of female left fovea,FMA:58663,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
793,Spatial entity of female left iris,FMA:58237,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
794,Spatial entity of female left lens,FMA:58243,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
795,Spatial entity of female left macula lutea,FMA:58639,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
796,Spatial entity of female left optic choroid,FMA:58300,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
797,Spatial entity of female left optic disc,FMA:58636,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
798,Spatial entity of female left ora serrata of retina,FMA:58602,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
799,Spatial entity of female palpebral conjunctiva of left lower eyelid,FMA:223075,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
800,Spatial entity of female palpebral conjunctiva of left upper eyelid,FMA:223078,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
801,Spatial entity of female left pupil,UBERON:0010223,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
802,Spatial entity of female left retina,FMA:58303,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
803,Spatial entity of female left schlemms canal,FMA:51875,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
804,Spatial entity of female left sclera,FMA:58272,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
805,Spatial entity of female left suspensory ligament of lens,FMA:58840,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
806,Spatial entity of female left trabecular meshwork,UBERON:0005969,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
807,Spatial entity of female left vitreous humor,FMA:261238,Female,https://purl.humanatlas.io/ref-organ/eye-female-left/v1.3#primary
808,Spatial entity of female anterior commissure L,UBERON:0000935,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
809,Spatial entity of female anterior commissure R,UBERON:0000935,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
810,Spatial entity of female anterior intermediate orbital gyrus L,UBERON:0002644,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
811,Spatial entity of female anterior intermediate orbital gyrus R,UBERON:0002644,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
812,Spatial entity of female anterior olfactory nucleus L,UBERON:0002266,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
813,Spatial entity of female anterior parahippocampal gyrus L,UBERON:0022383,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
814,Spatial entity of female anterior parahippocampal gyrus R,UBERON:0022383,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
815,Spatial entity of female basilar part of pons L,UBERON:0002151,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
816,Spatial entity of female basilar part of pons R,UBERON:0002151,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
817,Spatial entity of female brain hemisphere L,UBERON:0002812,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
818,Spatial entity of female brain hemisphere R,UBERON:0002813,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
819,Spatial entity of female cerebellar vermis L,UBERON:0004720,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
820,Spatial entity of female cerebral peduncle crus cerebri L,UBERON:0002623,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
821,Spatial entity of female cerebral peduncle crus cerebri R,UBERON:0002623,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
822,Spatial entity of female cingulate gyrus caudal posterior part L,UBERON:0002740,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
823,Spatial entity of female cingulate gyrus caudal posterior part R,UBERON:0002740,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
824,Spatial entity of female cingulate gyrus rostral anterior part L,UBERON:0002756,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
825,Spatial entity of female cingulate gyrus rostral anterior part R,UBERON:0002756,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
826,Spatial entity of female corpus callosum L,UBERON:0002336,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
827,Spatial entity of female corpus callosum R,UBERON:0002336,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
828,Spatial entity of female cuneus L,UBERON:0006092,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
829,Spatial entity of female cuneus R,UBERON:0006092,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
830,Spatial entity of female fornix L,UBERON:0000052,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
831,Spatial entity of female fornix R,UBERON:0000052,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
832,Spatial entity of female fourth ventricle L,UBERON:0002422,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
833,Spatial entity of female fourth ventricle R,UBERON:0002422,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
834,Spatial entity of female frontal operculum L,UBERON:0002947,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
835,Spatial entity of female frontal operculum R,UBERON:0002947,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
836,Spatial entity of female gyrus rectus straight gyrus L,UBERON:0004671,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
837,Spatial entity of female gyrus rectus straight gyrus R,UBERON:0004671,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
838,Spatial entity of female hippocampus L,UBERON:0002421,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
839,Spatial entity of female hippocampus R,UBERON:0002421,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
840,Spatial entity of female hypothalamus L,UBERON:0001898,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
841,Spatial entity of female hypothalamus R,UBERON:0001898,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
842,Spatial entity of female inferior colliculus L,UBERON:0001946,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
843,Spatial entity of female inferior colliculus R,UBERON:0001946,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
844,Spatial entity of female inferior frontal gyrus opercular part L,UBERON:0002980,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
845,Spatial entity of female inferior frontal gyrus opercular part R,UBERON:0002980,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
846,Spatial entity of female inferior frontal gyrus triangular part L,UBERON:0002629,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
847,Spatial entity of female inferior frontal gyrus triangular part R,UBERON:0002629,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
848,Spatial entity of female inferior occipital gyrus L,UBERON:0014608,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
849,Spatial entity of female inferior occipital gyrus R,UBERON:0014608,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
850,Spatial entity of female inferior temporal gyrus L,UBERON:0002751,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
851,Spatial entity of female inferior temporal gyrus R,UBERON:0002751,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
852,Spatial entity of female ingulo parahippocampal isthmus L,UBERON:0002738,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
853,Spatial entity of female ingulo parahippocampal isthmus R,UBERON:0002738,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
854,Spatial entity of female lateral occipitotemporal fusiform gyrus occipital part L,UBERON:0022364,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
855,Spatial entity of female lateral occipitotemporal fusiform gyrus occipital part R,UBERON:0022364,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
856,Spatial entity of female lateral orbital gyrus L,UBERON:0002564,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
857,Spatial entity of female lateral orbital gyrus R,UBERON:0002564,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
