tool,Organ_Level,Organ_ID,Annotation_Label,Annotation_Label_ID,CL_Label,CL_ID,CL_Match
vccf,bonemarrow-codex-chop_L3,UBERON:0002371,VCCF:0000061,muscle cell:smooth,smooth muscle cell,CL:0000192,skos:exactMatch
vccf,colon-cycif-sorgerlab_L1,UBERON:0002372,VCCF:0000062,immune cell,leukocyte,CL:0000738,skos:exactMatch
vccf,colon-cycif-sorgerlab_L1,UBERON:0002372,VCCF:0000063,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L1,UBERON:0002372,VCCF:0000064,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
vccf,colon-cycif-sorgerlab_L1,UBERON:0002372,VCCF:0000065,mesenchymal cell,mesenchymal cell,CL:0008019,skos:exactMatch
vccf,colon-cycif-sorgerlab_L2,UBERON:0002372,VCCF:0000066,b cell,B cell,CL:0000236,skos:exactMatch
vccf,colon-cycif-sorgerlab_L2,UBERON:0002372,VCCF:0000067,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L2,UBERON:0002372,VCCF:0000068,t cell,T cell,CL:0000084,skos:exactMatch
vccf,colon-cycif-sorgerlab_L2,UBERON:0002372,VCCF:0000069,abnormal cell,abnormal cell,CL:0001061,skos:exactMatch
vccf,colon-cycif-sorgerlab_L2,UBERON:0002372,VCCF:0000070,macrophage,macrophage,CL:0000235,skos:exactMatch
vccf,colon-cycif-sorgerlab_L2,UBERON:0002372,VCCF:0000071,fibroblast,fibroblast,CL:0000057,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000072,b cell,B cell,CL:0000236,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000073,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000074,t cell:cd8+,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000075,t cell:cd8+ pdl1+,"CD8-positive, alpha-beta T cell:pdl1-positive",CL:0000625,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000076,lymphocyte:double-negative,double negative thymocyte,CL:0002489,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000077,lymphocyte:double-positive alpha-beta,"double-positive, alpha-beta thymocyte",CL:0000809,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000078,epithelial cell:ki67+ proliferating tumor,epithelial cell:ki67-positive proliferating tumor,CL:0000066,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000079,epithelial cell:pdl1+ tumor,epithelial cell:pdl1-positive tumor,CL:0000066,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000080,t cell:cd4+,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000081,t cell:cd4+ pdl1+,"CD4-positive, alpha-beta T cell:pdl1-positive",CL:0000624,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000082,lymphocyte:iii,lymphocyte:III,CL:0000542,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000083,lymphocyte:pdl1+,lymphocyte:pdl1-positive,CL:0000542,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000084,macrophage:i,macrophage:I,CL:0000235,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000085,macrophage:ii,macrophage:II,CL:0000235,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000086,macrophage:iii,macrophage:III,CL:0000235,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000087,macrophage:iv,macrophage:IV,CL:0000235,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000088,macrophage:pdl1+,macrophage:pdl1-positive,CL:0000235,skos:narrowMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000089,myofibroblast,myofibroblast cell,CL:0000186,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000090,neoplastic cell,neoplastic cell,CL:0001063,skos:exactMatch
vccf,colon-cycif-sorgerlab_L3,UBERON:0002372,VCCF:0000091,t cell:regulatory,regulatory T cell,CL:0000815,skos:exactMatch
vccf,colon-xenium-stanford_L1,UBERON:0002372,VCCF:0000092,mesenchymal cell,mesenchymal cell,CL:0008019,skos:exactMatch
vccf,colon-xenium-stanford_L1,UBERON:0002372,VCCF:0000093,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
vccf,colon-xenium-stanford_L1,UBERON:0002372,VCCF:0000094,immune cell,leukocyte,CL:0000738,skos:exactMatch
vccf,colon-xenium-stanford_L1,UBERON:0002372,VCCF:0000095,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,colon-xenium-stanford_L1,UBERON:0002372,VCCF:0000096,endothelial cell,endothelial cell,CL:0000115,skos:exactMatch
vccf,colon-xenium-stanford_L1,UBERON:0002372,VCCF:0000097,neural cell,neural cell,CL:0002319,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000098,adipocyte,adipocyte,CL:0000136,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000099,enterocyte,enterocyte,CL:0000584,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000100,t cell,T cell,CL:0000084,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000101,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000102,transit amplifying cell,transit amplifying cell,CL:0009010,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000103,dendritic cell,dendritic cell,CL:0000451,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000104,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000105,endocrine cell,endocrine cell,CL:0000163,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000106,fibroblast,fibroblast,CL:0000057,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000107,neuroglial cell,glial cell,CL:0000125,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000108,goblet cell,goblet cell,CL:0000160,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000109,lymphoid cell,lymphocyte,CL:0000542,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000110,tuft cell,brush cell,CL:0002204,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000111,macrophage,macrophage,CL:0000235,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000112,mast cell,mast cell,CL:0000097,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000113,b cell,B cell,CL:0000236,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000114,neuron,neuron,CL:0000540,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000115,pericyte,pericyte,CL:0000669,skos:exactMatch
vccf,colon-xenium-stanford_L2,UBERON:0002372,VCCF:0000116,stem cell,stem cell,CL:0000034,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000117,adipocyte,adipocyte,CL:0000136,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000118,enteroycte:best4+,BEST4+ enterocyte,CL:4030026,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000119,t cell:cd4+ alpha-beta,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000120,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000121,transit amplifying cell:proliferating,transit amplifying cell:proliferating,CL:0009010,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000122,dendritic cell,dendritic cell,CL:0000451,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000123,t cell:cd8+ alpha-beta effector memory,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000124,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000125,enterocyte,enterocyte,CL:0000584,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000126,enterocyte:immature,enterocyte:immature,CL:0000584,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000127,enterocyte:progenitor,enterocyte:progenitor,CL:0000584,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000128,enteroendocrine cell,enteroendocrine cell,CL:0000164,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000129,fibroblast:cancer associated,fibroblast:cancer associated,CL:0000057,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000130,fibroblast:crypt 1,crypt-top fibroblast:1,CL:4052009,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000131,fibroblast:crypt 2,crypt-top fibroblast:2,CL:4052009,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000132,fibroblast:crypt 3,crypt-top fibroblast:3,CL:4052009,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000133,fibroblast:crypt 4,crypt-top fibroblast:4,CL:4052009,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000134,fibroblast:wnt5b+ villus,fibroblast:wnt5b+ villus,CL:0000057,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000135,glial cell,glial cell,CL:0000125,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000136,goblet cell,goblet cell,CL:0000160,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000137,goblet cell:immature,goblet cell:immature,CL:0000160,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000138,lymphoid cell:innate,innate lymphoid cell,CL:0001065,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000139,tuft cell:intestinal,intestinal tuft cell,CL:0019032,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000140,macrophage,macrophage,CL:0000235,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000141,mast cell,mast cell,CL:0000097,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000142,b cell:memory,memory B cell,CL:0000787,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000143,myofibroblast cell:smooth muscle 1,myofibroblast cell:smooth muscle-like 1,CL:0000186,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000144,myofibroblast cell:smooth muscle 2,myofibroblast cell:smooth muscle-like 2,CL:0000186,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000145,myofibroblast cell:smooth muscle 3,myofibroblast cell:smooth muscle-like 3,CL:0000186,skos:narrowMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000146,b cell:naive,naive B cell,CL:0000788,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000147,t cell:naive,naive T cell,CL:0000898,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000148,neuron,neuron,CL:0000540,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000149,pericyte,pericyte,CL:0000669,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000150,plasma cell,plasma cell,CL:0000786,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000151,stem cell,stem cell,CL:0000034,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000152,t cell:regulatory,regulatory T cell,CL:0000815,skos:exactMatch
vccf,colon-xenium-stanford_L3,UBERON:0002372,VCCF:0000153,transit amplifying cell,transit amplifying cell,CL:0009010,skos:exactMatch
vccf,esophagus-codex-stanford_L1,UBERON:0001043,VCCF:0000154,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
vccf,esophagus-codex-stanford_L1,UBERON:0001043,VCCF:0000155,immune cell,leukocyte,CL:0000738,skos:exactMatch
vccf,esophagus-codex-stanford_L1,UBERON:0001043,VCCF:0000156,neural cell,neural cell,CL:0002319,skos:exactMatch
vccf,esophagus-codex-stanford_L1,UBERON:0001043,VCCF:0000157,mesenchymal cell,mesenchymal cell,CL:0008019,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000158,gland epithelium cell,glandular secretory epithelial cell,CL:0000150,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000159,lymphoid cell,lymphocyte,CL:0000542,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000160,neuron,neuron,CL:0000540,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000161,paneth cell,paneth cell,CL:0000510,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000162,stromal cell,stromal cell,CL:0000499,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000163,b cell,B cell,CL:0000236,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000164,secretory cell of esophagus,glandular cell of esophagus,CL:0002657,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000165,muscle cell,muscle cell,CL:0000187,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000166,squamous epithelial cell,squamous epithelial cell,CL:0000076,skos:exactMatch
vccf,esophagus-codex-stanford_L2,UBERON:0001043,VCCF:0000167,t cell,T cell,CL:0000084,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000168,glandular cell of esophagus,glandular cell of esophagus,CL:0002657,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000169,lymphoid cell:innate,innate lymphoid cell,CL:0001065,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000170,neuron,neuron,CL:0000540,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000171,paneth cell,paneth cell,CL:0000510,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000172,stromal cell:podoplanin+,stromal cell:podoplanin-positive,CL:0000499,skos:narrowMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000173,plasma cell,plasma cell,CL:0000786,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000174,epithelial cell:secretory,secretory epithelial cell,CL:1100001,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000175,muscle cell:smooth,smooth muscle cell of the esophagus,CL:0002599,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000176,squamous epithelial cell,squamous epithelial cell,CL:0000076,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000177,stromal cell,stromal cell,CL:0000499,skos:exactMatch
vccf,esophagus-codex-stanford_L3,UBERON:0001043,VCCF:0000178,t cell,T cell,CL:0000084,skos:exactMatch
vccf,intestine-codex-stanford_L1,UBERON:0000160,VCCF:0000179,immune cell,leukocyte,CL:0000738,skos:exactMatch
vccf,intestine-codex-stanford_L1,UBERON:0000160,VCCF:0000180,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
vccf,intestine-codex-stanford_L1,UBERON:0000160,VCCF:0000181,endothelial cell,endothelial cell,CL:0000115,skos:exactMatch
vccf,intestine-codex-stanford_L1,UBERON:0000160,VCCF:0000182,mesenchymal cell,mesenchymal cell,CL:0008019,skos:exactMatch
vccf,intestine-codex-stanford_L1,UBERON:0000160,VCCF:0000183,neural cell,neural cell,CL:0002319,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000184,macrophage,macrophage,CL:0000235,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000185,b cell,B cell,CL:0000236,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000186,t cell,T cell,CL:0000084,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000187,enterocyte,enterocyte,CL:0000584,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000188,lymphoid cell,lymphocyte,CL:0000542,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000189,dendritic cell,dendritic cell,CL:0000451,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000190,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000191,goblet cell,goblet cell,CL:0000160,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000192,neurecto-epithelial cell,neurecto-epithelial cell,CL:0000710,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000193,natural killer cell,natural killer cell,CL:0000623,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000194,endocrine cell,endocrine cell,CL:0000163,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000195,neuron,neuron,CL:0000540,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000196,neutrophil,neutrophil,CL:0000775,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000197,paneth cell,paneth cell,CL:0000510,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000198,muscle cell,muscle cell,CL:0000187,skos:exactMatch
vccf,intestine-codex-stanford_L2,UBERON:0000160,VCCF:0000199,stromal cell,stromal cell,CL:0000499,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000200,macrophage,macrophage,CL:0000235,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000201,b cell,B cell,CL:0000236,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000202,t cell:cd4+,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000203,enterocyte:cd57+,CD57-positive enterocyte,CL:4033092,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000204,lymphocyte:cd7+,CD7-positive lymphoid progenitor cell,CL:0001028,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000205,t cell:cd8+ alpha-beta,"CD8-positive, alpha-beta T cell",CL:0000625,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000206,dendritic cell,dendritic cell,CL:0000451,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000207,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000208,enterocyte,enterocyte,CL:0000584,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000209,enterocyte:cd66+,enterocyte:cd66-positive,CL:0000584,skos:narrowMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000210,enterocyte:muc1+,enterocyte:muc1-positive,CL:0000584,skos:narrowMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000211,goblet cell,goblet cell,CL:0000160,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000212,macrophage:inflammatory,inflammatory macrophage,CL:0000863,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000213,interstitial cell of cajal,interstitial cell of Cajal,CL:0002088,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000214,natural killer cell,natural killer cell,CL:0000623,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000215,neuroendocrine cell,neuroendocrine cell,CL:0000165,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000216,neuron,neuron,CL:0000540,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000217,neutrophil,neutrophil,CL:0000775,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000218,paneth cell,paneth cell,CL:0000510,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000219,plasma cell,plasma cell,CL:0000786,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000220,muscle cell:smooth,smooth muscle cell,CL:0000192,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000221,stromal cell,stromal cell,CL:0000499,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000222,transit amplifying cell,transit amplifying cell,CL:0009010,skos:exactMatch
vccf,intestine-codex-stanford_L3,UBERON:0000160,VCCF:0000223,transit amplifying cell:proliferating,transit amplifying cell:proliferating,CL:0009010,skos:narrowMatch
vccf,lung-codex-urmc_L1,UBERON:0002048,VCCF:0000224,immune cell,leukocyte,CL:0000738,skos:exactMatch
vccf,lung-codex-urmc_L1,UBERON:0002048,VCCF:0000225,endothelial cell,endothelial cell,CL:0000115,skos:exactMatch
vccf,lung-codex-urmc_L1,UBERON:0002048,VCCF:0000226,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
vccf,lung-codex-urmc_L1,UBERON:0002048,VCCF:0000227,mixed immune/epithelial cell population,T cell/epithelial cell,CL:0000084/CL:0000066,skos:narrowMatch
vccf,lung-codex-urmc_L1,UBERON:0002048,VCCF:0000228,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,lung-codex-urmc_L1,UBERON:0002048,VCCF:0000229,hematopoeitic precursor cell,hematopoietic precursor cell,CL:0008001,skos:exactMatch
vccf,lung-codex-urmc_L1,UBERON:0002048,VCCF:0000230,mesenchymal cell,mesenchymal cell,CL:0008019,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000231,b cell,B cell,CL:0000236,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000232,immune cell,leukocyte,CL:0000738,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000233,endothelial cell of capillary,capillary endothelial cell,CL:0002144,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000234,t cell,T cell,CL:0000084,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000235,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000236,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000237,mixed t cell/epithelial cell population,T cell/epithelial cell,CL:0000084/CL:0000066,skos:narrowMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000238,leukocyte,leukocyte,CL:0000738,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000239,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000240,endothelial cell,endothelial cell,CL:0000115,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000241,macrophage,macrophage,CL:0000235,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000242,mast cell,mast cell,CL:0000097,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000243,megakaryocyte,megakaryocyte,CL:0000556,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000244,neutrophil,neutrophil,CL:0000775,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000245,type 1 pneumocyte,pulmonary alveolar type 1 cell,CL:0002062,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000246,type 2 pneumocyte,pulmonary alveolar type 2 cell,CL:0002063,skos:exactMatch
vccf,lung-codex-urmc_L2,UBERON:0002048,VCCF:0000247,muscle cell,muscle cell,CL:0000187,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000248,b cell,B cell,CL:0000236,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000249,immune cell,leukocyte,CL:0000738,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000250,endothelial cell of capillary,capillary endothelial cell,CL:0002144,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000251,t cell:cd4+ alpha-beta,"CD4-positive, alpha-beta T cell",CL:0000624,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000252,t cell:cd4+ alpha-beta,"lung resident memory CD4-positive, alpha-beta T cell",CL:4033038,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000253,t cell:cd8+,"lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000254,t cell,T cell,CL:0000084,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000255,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000256,epithelial cell,epithelial cell,CL:0000066,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000257,mixed t cell/epithelial cell population,cell:mixed t cell/epithelial cell population,CL:0000000,skos:narrowMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000258,leukocyte,leukocyte,CL:0000738,skos:exactMatch
vccf,lung-codex-urmc_L3,UBERON:0002048,VCCF:0000259,unknown cell,cell:unknown,CL:0000000,skos:narrowMatch
