,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,level_1_cell_id,level_1_cell_label
2505,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_lymphatic,Lymphatic,183.312,0.03687450213628794,2,Unknown Cell,Unknown Cell
2506,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_ta,TA,165.744,0.03334057498732711,2,Unknown Cell,Unknown Cell
2507,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_goblet,Goblet,150.624,0.0302990803099428,2,Unknown Cell,Unknown Cell
2508,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_dc,DC,100.872,0.02029111449054964,2,Unknown Cell,Unknown Cell
2509,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_neutrophil,Neutrophil,84.02399999999999,0.01690202042146426,2,Unknown Cell,Unknown Cell
2510,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,76.464,0.01538127308277211,2,Unknown Cell,Unknown Cell
2511,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_plasma,Plasma,56.08799999999999,0.01128249692229705,2,Unknown Cell,Unknown Cell
2512,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,36.144,0.007270620609747268,2,Unknown Cell,Unknown Cell
2513,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,CD66+ Enterocyte,35.27999999999999,0.007096820913896735,2,Unknown Cell,Unknown Cell
2514,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,Neuroendocrine,18.36,0.003693243536823811,2,Unknown Cell,Unknown Cell
2515,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,M1 Macrophage,15.12,0.003041494677384315,2,Unknown Cell,Unknown Cell
2516,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_nk,NK,12.312,0.002476645665870085,2,Unknown Cell,Unknown Cell
2517,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,CD7+ Immune,10.008,0.002013179810268665,2,Unknown Cell,Unknown Cell
2518,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,MUC1+ Enterocyte,9.0,0.001810413498443045,2,Unknown Cell,Unknown Cell
2519,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,CD57+ Enterocyte,0.216,4.344992396263307e-05,2,Unknown Cell,Unknown Cell
2348,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_enterocyte,Enterocyte,525.672,0.4692460955074242,3,Unknown Cell,Unknown Cell
2349,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_goblet-cell,Goblet cell,53.712,0.04794652612635782,3,Unknown Cell,Unknown Cell
2350,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,49.896,0.04454013754097315,3,Unknown Cell,Unknown Cell
2351,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_eecs,EECs,47.52,0.04241917861045062,3,Unknown Cell,Unknown Cell
2352,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,23.76,0.02120958930522531,3,Unknown Cell,Unknown Cell
2353,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv2-gdt,TRGV2 gdT,23.616,0.02108104633973909,3,Unknown Cell,Unknown Cell
2354,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-plasma-cell,Cycling plasma cell,23.04,0.02056687447779424,3,Unknown Cell,Unknown Cell
2355,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast,myofibroblast,20.016,0.01786747220258374,3,Unknown Cell,Unknown Cell
2356,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,Proximal progenitor,18.792,0.01677485699595092,3,Unknown Cell,Unknown Cell
2357,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stem-cells,Stem cells,16.632,0.01484671251365772,3,Unknown Cell,Unknown Cell
2358,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-t,Activated T,14.328,0.01279002506587829,3,Unknown Cell,Unknown Cell
2359,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-1-ccl11-,Stromal 1 (CCL11+),14.184,0.01266148210039208,3,Unknown Cell,Unknown Cell
2360,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b1-emn-,Branch B1 (eMN),13.176,0.01176168134198858,3,Unknown Cell,Unknown Cell
2361,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tfh,Tfh,11.592,0.01034770872164023,3,Unknown Cell,Unknown Cell
2362,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-cell,NK cell,11.16,0.009962079825181583,3,Unknown Cell,Unknown Cell
2363,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best4-epithelial,BEST4+ epithelial,9.864,0.00880519313580566,3,Unknown Cell,Unknown Cell
2364,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tuft,Tuft,9.504,0.008483835722090124,3,Unknown Cell,Unknown Cell
2365,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_arterial-capillary,arterial capillary,9.216,0.008226749791117696,3,Unknown Cell,Unknown Cell
2366,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_k-cells-gip-,K cells (GIP+),8.351999999999999,0.00745549199820041,3,Unknown Cell,Unknown Cell
2367,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_adult-glia,Adult Glia,7.847999999999999,0.007005591618998662,3,Unknown Cell,Unknown Cell
2368,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-plpp2-,SMC (PLPP2+),6.983999999999999,0.006234333826081378,3,Unknown Cell,Unknown Cell
2369,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-npy-,Stromal 2 (NPY+),6.696,0.00597724789510895,3,Unknown Cell,Unknown Cell
2370,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast-rspo2-,myofibroblast (RSPO2+),6.48,0.005784433446879629,3,Unknown Cell,Unknown Cell
2371,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_d-cells-sst-,D cells (SST+),5.975999999999999,0.00533453306767788,3,Unknown Cell,Unknown Cell
2372,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-b-cell,Cycling B cell,5.616,0.005013175653962345,3,Unknown Cell,Unknown Cell
2373,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stat1-naive-b,STAT1+ Naive B,5.256,0.004691818240246811,3,Unknown Cell,Unknown Cell
2374,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv4-gdt,TRGV4 gdT,4.968,0.004434732309274383,3,Unknown Cell,Unknown Cell
2375,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_i-cells-cck-,I cells (CCK+),4.968,0.004434732309274383,3,Unknown Cell,Unknown Cell
2376,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a4-in-,Branch A4 (IN),4.896,0.004370460826531276,3,Unknown Cell,Unknown Cell
2377,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_contractile-pericyte-pln-,Contractile pericyte (PLN+),4.895999999999999,0.004370460826531275,3,Unknown Cell,Unknown Cell
2378,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ta,TA,4.752,0.004241917861045062,3,Unknown Cell,Unknown Cell
2379,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trdv2-trgv9-gdt,TRDV2/TRGV9 gdT,4.608,0.004113374895558848,3,Unknown Cell,Unknown Cell
2380,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-ec,cycling EC,4.103999999999999,0.003663474516357098,3,Unknown Cell,Unknown Cell
2381,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-tac1-,EC cells (TAC1+),4.032,0.003599203033613992,3,Unknown Cell,Unknown Cell
2382,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_t-reticular,T reticular,4.032,0.003599203033613992,3,Unknown Cell,Unknown Cell
2383,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-venous-ec,Mature venous EC,3.96,0.003534931550870885,3,Unknown Cell,Unknown Cell
2384,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_macrophages,Macrophages,3.96,0.003534931550870884,3,Unknown Cell,Unknown Cell
2385,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd8-t,Activated CD8 T,3.816,0.003406388585384671,3,Unknown Cell,Unknown Cell
2386,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lymphoid-dc,Lymphoid DC,3.672,0.003277845619898457,3,Unknown Cell,Unknown Cell
2387,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_m-x-cells-mln-ghrl-,M/X cells (MLN/GHRL+),3.6,0.003213574137155349,3,Unknown Cell,Unknown Cell
2388,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-t-cell,NK T cell,3.6,0.003213574137155349,3,Unknown Cell,Unknown Cell
2389,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_dz-gc-cell,DZ GC cell,3.6,0.00321357413715535,3,Unknown Cell,Unknown Cell
2390,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mlto,mLTo,3.528,0.003149302654412242,3,Unknown Cell,Unknown Cell
2391,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-kcnn3-,Stromal 3 (KCNN3+),3.528,0.003149302654412242,3,Unknown Cell,Unknown Cell
2392,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mast-cell,Mast cell,3.383999999999999,0.003020759688926028,3,Unknown Cell,Unknown Cell
2393,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-arterial-ec,Mature arterial EC,3.312,0.002956488206182922,3,Unknown Cell,Unknown Cell
2394,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_progenitor-neurog3-,Progenitor (NEUROG3+),3.24,0.002892216723439815,3,Unknown Cell,Unknown Cell
2395,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesoderm-1-hand1-,Mesoderm 1 (HAND1+),3.096,0.0027636737579536,3,Unknown Cell,Unknown Cell
2396,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lyve1-macrophage,LYVE1+ Macrophage,3.095999999999999,0.0027636737579536,3,Unknown Cell,Unknown Cell
2397,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-3-bcan-,Glia 3 (BCAN+),2.952,0.002635130792467387,3,Unknown Cell,Unknown Cell
2398,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pre-b,Pre-B,2.952,0.002635130792467387,3,Unknown Cell,Unknown Cell
2399,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec4-stab2-,LEC4 (STAB2+),2.88,0.00257085930972428,3,Unknown Cell,Unknown Cell
2400,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-stromal-3-c3-,Transitional Stromal 3 (C3+),2.88,0.00257085930972428,3,Unknown Cell,Unknown Cell
2401,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_memory-b,Memory B,2.88,0.00257085930972428,3,Unknown Cell,Unknown Cell
2402,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec1-ackr4-,LEC1 (ACKR4+),2.376,0.002120958930522531,3,Unknown Cell,Unknown Cell
2403,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lti-like-ncr-ilc3,LTi-like NCR- ILC3,2.376,0.002120958930522531,3,Unknown Cell,Unknown Cell
2404,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-c7-,Stromal 3 (C7+),2.303999999999999,0.002056687447779424,3,Unknown Cell,Unknown Cell
2405,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium-rgs5-,Mesothelium (RGS5+),2.16,0.00192814448229321,3,Unknown Cell,Unknown Cell
2406,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-venous-ec,Fetal venous EC,2.16,0.00192814448229321,3,Unknown Cell,Unknown Cell
2407,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-1-dhh-,Glia 1 (DHH+),2.016,0.001799601516806995,3,Unknown Cell,Unknown Cell
2408,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd8-t,SELL+ CD8 T,2.016,0.001799601516806996,3,Unknown Cell,Unknown Cell
2409,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_l-cells-pyy-,L cells (PYY+),2.016,0.001799601516806996,3,Unknown Cell,Unknown Cell
2410,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec3-adgrg3-,LEC3 (ADGRG3+),2.016,0.001799601516806996,3,Unknown Cell,Unknown Cell
2411,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-2-eln-,Glia 2 (ELN+),1.944,0.001735330034063889,3,Unknown Cell,Unknown Cell
2412,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec6-adamts4-,LEC6 (ADAMTS4+),1.944,0.001735330034063889,3,Unknown Cell,Unknown Cell
2413,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mait-cell,MAIT cell,1.8,0.001606787068577675,3,Unknown Cell,Unknown Cell
2414,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_th17,Th17,1.728,0.001542515585834568,3,Unknown Cell,Unknown Cell
2415,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_rbc,RBC,1.728,0.001542515585834568,3,Unknown Cell,Unknown Cell
2416,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pericyte,Pericyte,1.584,0.001413972620348354,3,Unknown Cell,Unknown Cell
2417,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best2-goblet-cell,BEST2+ Goblet cell,1.512,0.001349701137605247,3,Unknown Cell,Unknown Cell
2418,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,SELL+ CD4 T,1.512,0.001349701137605247,3,Unknown Cell,Unknown Cell
2419,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_igg-plasma-cell,IgG plasma cell,1.368,0.001221158172119033,3,Unknown Cell,Unknown Cell
2420,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a2-ipan-in-,Branch A2 (IPAN/IN),1.368,0.001221158172119033,3,Unknown Cell,Unknown Cell
2421,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-part1-capn3-,SMC (PART1/CAPN3+),1.368,0.001221158172119033,3,Unknown Cell,Unknown Cell
2422,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cldn10-cells,CLDN10+ cells,1.152,0.001028343723889712,3,Unknown Cell,Unknown Cell
2423,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-pericyte,Immature pericyte,1.152,0.001028343723889712,3,Unknown Cell,Unknown Cell
2424,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-npw-,EC cells (NPW+),1.08,0.0009640722411466048,3,Unknown Cell,Unknown Cell
2425,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a3-ipan-in-,Branch A3 (IPAN/IN),1.08,0.0009640722411466048,3,Unknown Cell,Unknown Cell
2426,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_treg,Treg,1.08,0.000964072241146605,3,Unknown Cell,Unknown Cell
2427,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilcp,ILCP,1.008,0.000899800758403498,3,Unknown Cell,Unknown Cell
2428,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocytes,Monocytes,1.008,0.000899800758403498,3,Unknown Cell,Unknown Cell
2429,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cdc2,cDC2,1.008,0.000899800758403498,3,Unknown Cell,Unknown Cell
2430,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_clp,CLP,1.008,0.000899800758403498,3,Unknown Cell,Unknown Cell
2431,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mmp9-inflammatory-macrophage,MMP9+ Inflammatory macrophage,1.008,0.000899800758403498,3,Unknown Cell,Unknown Cell
2432,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cd8-tmem,CD8 Tmem,0.936,0.0008355292756603909,3,Unknown Cell,Unknown Cell
2433,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a1-imn-,Branch A1 (iMN),0.8639999999999999,0.0007712577929172838,3,Unknown Cell,Unknown Cell
2434,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b3-ipan-,Branch B3 (IPAN),0.8639999999999999,0.0007712577929172838,3,Unknown Cell,Unknown Cell
2435,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_th1,Th1,0.8639999999999999,0.0007712577929172838,3,Unknown Cell,Unknown Cell
2436,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cdc1,cDC1,0.792,0.000706986310174177,3,Unknown Cell,Unknown Cell
2437,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pro-b,Pro-B,0.792,0.000706986310174177,3,Unknown Cell,Unknown Cell
2438,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilc3,ILC3,0.72,0.0006427148274310699,3,Unknown Cell,Unknown Cell
2439,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fdc,FDC,0.72,0.0006427148274310699,3,Unknown Cell,Unknown Cell
2440,small intestine,http://purl.org/sig/ont/fma/fma14929,horizontal part of duodenum,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-arterial-ec,Fetal arterial EC,0.72,0.0006427148274310699,3,Unknown Cell,Unknown Cell
