"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table","annotation_label","annotation_label_id","cell_label2"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002063","type II pneumocyte",88423,0.21966973644004,"false","true","Type Ii Pneumocyte","PV:0000141","type II pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000271","lung ciliated cell",59.436,0.0124104234527687,"false","true","Lung Ciliated Cell","PV:0000126","lung ciliated cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000860","classical monocyte",3442.83,0.00541638203888429,"false","true","Classical Monocyte","PV:0000117","classical monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000669","pericyte",240,0.0151898734177215,"false","true","Pericyte","PV:0000133","pericyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000235","macrophage",700.44,0.146254071661238,"false","true","Macrophage","PV:0000128","macrophage"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000814","mature NK T cell",1374,0.00341343562046769,"false","true","Mature Nk T Cell","PV:0000129","mature NK T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000669","pericyte",115.92,0.0151898734177215,"false","true","Pericyte","PV:0000133","pericyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4028006","adventitial cell",2.091,0.000189873417721519,"false","true","Adventitial Cell","PV:0000111","alveolar type 2 fibroblast cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000071","blood vessel endothelial cell",2.091,0.000189873417721519,"false","true","Blood Vessel Endothelial Cell","PV:0000114","blood vessel endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000451","dendritic cell",67.609,0.00613924050632911,"false","true","Dendritic Cell","PV:0000119","dendritic cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000413","endothelial cell of artery",25.599,0.00335443037974683,"false","true","Endothelial Cell Of Artery","PV:0000122","endothelial cell of artery"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000413","endothelial cell of artery",12.636,0.00263843648208469,"false","true","Endothelial Cell Of Artery","PV:0000122","endothelial cell of artery"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002543","vein endothelial cell",7961,0.0197775552944274,"false","true","Vein Endothelial Cell","PV:0000143","vein endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000814","mature NK T cell",208,0.00589502323999546,"false","true","Mature Nk T Cell","PV:0000129","mature NK T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000814","mature NK T cell",34.788,0.00726384364820847,"false","true","Mature Nk T Cell","PV:0000129","mature NK T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0001050","effector CD8-positive, alpha-beta T cell",134,0.00848101265822785,"false","true","Effector Cd8-Positive, Alpha-Beta T Cell","PV:0000121","effector CD8-positive, alpha-beta T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0001044","effector CD4-positive, alpha-beta T cell",2.34,0.000488599348534202,"false","false","Effector Cd4-Positive, Alpha-Beta T Cell","PV:0000120","effector CD4-positive, alpha-beta T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0001044","effector CD4-positive, alpha-beta T cell",289.135,0.00045487741794187,"false","false","Effector Cd4-Positive, Alpha-Beta T Cell","PV:0000120","effector CD4-positive, alpha-beta T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001044","effector CD4-positive, alpha-beta T cell",156,0.000387551642498516,"false","false","Effector Cd4-Positive, Alpha-Beta T Cell","PV:0000120","effector CD4-positive, alpha-beta T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0001044","effector CD4-positive, alpha-beta T cell",8.364,0.000759493670886076,"false","false","Effector Cd4-Positive, Alpha-Beta T Cell","PV:0000120","effector CD4-positive, alpha-beta T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001044","effector CD4-positive, alpha-beta T cell",5.796,0.000759493670886076,"false","false","Effector Cd4-Positive, Alpha-Beta T Cell","PV:0000120","effector CD4-positive, alpha-beta T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0001044","effector CD4-positive, alpha-beta T cell",24,0.000680194989230246,"false","false","Effector Cd4-Positive, Alpha-Beta T Cell","PV:0000120","effector CD4-positive, alpha-beta T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0001044","effector CD4-positive, alpha-beta T cell",12,0.000759493670886076,"false","false","Effector Cd4-Positive, Alpha-Beta T Cell","PV:0000120","effector CD4-positive, alpha-beta T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002370","respiratory goblet cell",12.168,0.00254071661237785,"false","false","Respiratory Goblet Cell","PV:0000137","respiratory goblet cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002370","respiratory goblet cell",34.85,0.00316455696202532,"false","false","Respiratory Goblet Cell","PV:0000137","respiratory goblet cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002370","respiratory goblet cell",28,0.00079356082076862,"false","false","Respiratory Goblet Cell","PV:0000137","respiratory goblet cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002393","intermediate monocyte",25,0.0000621076350157878,"false","false","Intermediate Monocyte","PV:0000125","intermediate monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002393","intermediate monocyte",3.588,0.000749185667752443,"false","false","Intermediate Monocyte","PV:0000125","intermediate monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002393","intermediate monocyte",4,0.000113365831538374,"false","false","Intermediate Monocyte","PV:0000125","intermediate monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002393","intermediate monocyte",15.49,0.000024369416376155,"false","false","Intermediate Monocyte","PV:0000125","intermediate monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002393","intermediate monocyte",10.626,0.00139240506329114,"false","false","Intermediate Monocyte","PV:0000125","intermediate monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002393","intermediate monocyte",15.334,0.00139240506329114,"false","false","Intermediate Monocyte","PV:0000125","intermediate monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002393","intermediate monocyte",22,0.00139240506329114,"false","false","Intermediate Monocyte","PV:0000125","intermediate monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002370","respiratory goblet cell",50,0.00316455696202532,"false","false","Respiratory Goblet Cell","PV:0000137","respiratory goblet cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002370","respiratory goblet cell",2775,0.00689394748675244,"false","false","Respiratory Goblet Cell","PV:0000137","respiratory goblet cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002370","respiratory goblet cell",2029.975,0.00319362853506683,"false","false","Respiratory Goblet Cell","PV:0000137","respiratory goblet cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002370","respiratory goblet cell",24.15,0.00316455696202532,"false","false","Respiratory Goblet Cell","PV:0000137","respiratory goblet cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:2000016","lung microvascular endothelial cell",0.483,0.0000632911392405063,"false","false","Lung Microvascular Endothelial Cell","PV:0000127","lung microvascular endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:2000016","lung microvascular endothelial cell",80.835,0.000127172483716365,"false","false","Lung Microvascular Endothelial Cell","PV:0000127","lung microvascular endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:2000016","lung microvascular endothelial cell",0.697,0.0000632911392405063,"false","false","Lung Microvascular Endothelial Cell","PV:0000127","lung microvascular endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:2000016","lung microvascular endothelial cell",0.156,0.0000325732899022801,"false","false","Lung Microvascular Endothelial Cell","PV:0000127","lung microvascular endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:2000016","lung microvascular endothelial cell",1,0.0000632911392405063,"false","false","Lung Microvascular Endothelial Cell","PV:0000127","lung microvascular endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:2000016","lung microvascular endothelial cell",18,0.000510146241922685,"false","false","Lung Microvascular Endothelial Cell","PV:0000127","lung microvascular endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:2000016","lung microvascular endothelial cell",37,0.0000919192998233659,"false","false","Lung Microvascular Endothelial Cell","PV:0000127","lung microvascular endothelial cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000158","Club (nasal)",233,0.014746835443038,"false","true","Club (nasal)",NA,NA
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000576","Classical monocytes",13.243,0.00120253164556962,"false","true","Classical Monocytes","CT:0000477","monocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4028004","Alveolar fibroblasts",411.528,0.085928338762215,"false","true","Alveolar Fibroblasts","CT:0000471","alveolar type 1 fibroblast cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002062","AT1",47007,0.0827369532693831,"false","true","At1","CT:0000464","type I pneumocyte"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000492","CD4 T cells",781.337,0.0709493670886076,"false","true","Cd4 T Cells","CT:0000475","CD4-positive helper T cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000414","EC venous pulmonary",119,0.00753164556962025,"false","true","Ec Venous Systemic","CT:0000487","endothelial cell of venule"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000037","Hematopoietic stem cells",127,0.000223532517820998,"false","true","Hematopoietic Stem Cells","CT:0000491","hematopoietic stem cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002399","DC2",8107.96,0.00582731968176583,"false","true","Dc2","CT:0000481","CD1c-positive myeloid dendritic cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000875","Non-classical monocytes",43838.485,0.0315074157321072,"false","true","Non-Classical Monocytes","CT:0000507","non-classical monocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000186","Myofibroblasts",1919.865,0.00137983748080076,"false","true","Myofibroblasts","CT:0000504","myofibroblast cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0019003","Goblet (bronchial)",1.394,0.000126582278481013,"false","true","Goblet (Bronchial)","CT:0000488","tracheobronchial goblet cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000037","Hematopoietic stem cells",1.394,0.000126582278481013,"false","true","Hematopoietic Stem Cells","CT:0000491","hematopoietic stem cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4033022","SMG mucous",0.697,0.0000632911392405063,"false","true","Smg Mucous","CT:0000514","mucus secreting cell of bronchus submucosal gland"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0019003","Goblet (bronchial)",208,0.000366100501628091,"false","true","Goblet (Bronchial)","CT:0000488","tracheobronchial goblet cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000623","NK cells",195.857,0.0177848101265823,"false","true","Nk Cells","CT:0000505","natural killer cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000669","Pericytes",13310.275,0.00956630613338197,"false","true","Pericytes","CT:0000509","pericyte"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002394","DC1",14.637,0.00132911392405063,"false","true","Dc1","CT:0000480","CD141-positive myeloid dendritic cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000875","Non-classical monocytes",30887,0.054364164393206,"false","true","Non-Classical Monocytes","CT:0000507","non-classical monocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000623","NK cells",51.48,0.0107491856677524,"false","true","Nk Cells","CT:0000505","natural killer cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4033043","Interstitial Mph perivascular",1757,0.00309249317961806,"false","true","Interstitial Mph perivascular",NA,NA
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4028004","Alveolar fibroblasts",856.613,0.0777848101265822,"false","true","Alveolar Fibroblasts","CT:0000471","alveolar type 1 fibroblast cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000875","Non-classical monocytes",984,0.0278879945584401,"false","true","Non-Classical Monocytes","CT:0000507","non-classical monocyte"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000414","EC venous pulmonary",57.477,0.00753164556962025,"false","true","Ec Venous Systemic","CT:0000487","endothelial cell of venule"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000669","Pericytes",443,0.0280379746835443,"false","true","Pericytes","CT:0000509","pericyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000165","Neuroendocrine",9029.435,0.00648959840585366,"false","true","Neuroendocrine","CT:0000506","neuroendocrine cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000186","Myofibroblasts",161.704,0.0146835443037975,"false","true","Myofibroblasts","CT:0000504","myofibroblast cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0005006","Ionocyte",1.449,0.000189873417721519,"false","true","Ionocyte","CT:0000494","ionocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4033043","Interstitial Mph perivascular",2168.67,0.00155865758763673,"false","true","Interstitial Mph perivascular",NA,NA
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4033005","SMG serous (bronchial)",7,0.000443037974683544,"false","true","Smg Serous (Bronchial)","CT:0000515","serous secreting cell of bronchus submucosal gland"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002394","DC1",96,0.00272077995692098,"false","true","Dc1","CT:0000480","CD141-positive myeloid dendritic cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0005006","Ionocyte",3,0.0000850243736537807,"false","true","Ionocyte","CT:0000494","ionocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:4033005","SMG serous (bronchial)",6,0.000170048747307561,"false","true","Smg Serous (Bronchial)","CT:0000515","serous secreting cell of bronchus submucosal gland"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4033041","Alveolar Mph CCL3+",4.347,0.000569620253164557,"false","true","Alveolar Mph Ccl3+","CT:0000468","CCL3-positive alveolar macrophage"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000576","Classical monocytes",4.056,0.000846905537459284,"false","true","Classical Monocytes","CT:0000477","monocyte"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4033043","Interstitial Mph perivascular",142,0.0089873417721519,"false","true","Interstitial Mph perivascular",NA,NA
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4033022","SMG mucous",0.483,0.0000632911392405063,"false","true","Smg Mucous","CT:0000514","mucus secreting cell of bronchus submucosal gland"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0019003","Goblet (bronchial)",0.966,0.000126582278481013,"false","true","Goblet (Bronchial)","CT:0000488","tracheobronchial goblet cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000037","Hematopoietic stem cells",0.966,0.000126582278481013,"false","true","Hematopoietic Stem Cells","CT:0000491","hematopoietic stem cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000875","Non-classical monocytes",236.652,0.049413680781759,"false","true","Non-Classical Monocytes","CT:0000507","non-classical monocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001056","Migratory DCs",153,0.000269295080524509,"false","true","Migratory DCs",NA,NA
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002399","DC2",145,0.00410951139326607,"false","true","Dc2","CT:0000481","CD1c-positive myeloid dendritic cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4033041","Alveolar Mph CCL3+",612,0.00107718032209804,"false","true","Alveolar Mph Ccl3+","CT:0000468","CCL3-positive alveolar macrophage"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002394","DC1",1038.525,0.000746404418929775,"false","true","Dc1","CT:0000480","CD141-positive myeloid dendritic cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4033044","Deuterosomal",846.025,0.000608051610240546,"false","true","Deuterosomal","CT:0000482","deuterosomal cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4028004","Alveolar fibroblasts",1229,0.0777848101265823,"false","true","Alveolar Fibroblasts","CT:0000471","alveolar type 1 fibroblast cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000165","Neuroendocrine",22,0.00139240506329114,"false","true","Neuroendocrine","CT:0000506","neuroendocrine cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000583","Alveolar macrophages",535,0.0338607594936709,"false","true","Alveolar Macrophages","CT:0000472","alveolar macrophage"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4033005","SMG serous (bronchial)",1762.07,0.00126642770704951,"false","true","Smg Serous (Bronchial)","CT:0000515","serous secreting cell of bronchus submucosal gland"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000492","CD4 T cells",689,0.019527264482485,"false","true","Cd4 T Cells","CT:0000475","CD4-positive helper T cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:4033044","Deuterosomal",38,0.00107697539961456,"false","true","Deuterosomal","CT:0000482","deuterosomal cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000037","Hematopoietic stem cells",30,0.000850243736537808,"false","true","Hematopoietic Stem Cells","CT:0000491","hematopoietic stem cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4028003","EC aerocyte capillary",20948.315,0.0150558868444504,"false","true","Ec Aerocyte Capillary","CT:0000483","alveolar capillary type 2 endothelial cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:4028006","Adventitial fibroblasts",120,0.00340097494615123,"false","true","Adventitial Fibroblasts","CT:0000467","alveolar type 2 fibroblast cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000576","Classical monocytes",19,0.00120253164556962,"false","true","Classical Monocytes","CT:0000477","monocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002399","DC2",5010,0.00881809381325354,"false","true","Dc2","CT:0000481","CD1c-positive myeloid dendritic cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028004","Alveolar fibroblasts",25623,0.0450990055443105,"false","true","Alveolar Fibroblasts","CT:0000471","alveolar type 1 fibroblast cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002062","AT1",594.573,0.0779113924050633,"false","true","At1","CT:0000464","type I pneumocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002394","DC1",866,0.00152424535774003,"false","true","Dc1","CT:0000480","CD141-positive myeloid dendritic cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000669","Pericytes",88,0.00249404829384423,"false","true","Pericytes","CT:0000509","pericyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000158","Hillock-like",60.528,0.0126384364820847,"false","true","Hillock-like",NA,NA
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000669","Pericytes",8827,0.0155363900378421,"false","true","Pericytes","CT:0000509","pericyte"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000623","NK cells",135.723,0.0177848101265823,"false","true","Nk Cells","CT:0000505","natural killer cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000186","Myofibroblasts",232,0.0146835443037975,"false","true","Myofibroblasts","CT:0000504","myofibroblast cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028003","EC aerocyte capillary",89.838,0.0117721518987342,"false","true","Ec Aerocyte Capillary","CT:0000483","alveolar capillary type 2 endothelial cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000192","Smooth muscle",6784,0.0119405086684854,"false","true","Smooth Muscle","CT:0000517","smooth muscle cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002144","EC general capillary",154.077,0.0201898734177215,"false","true","Ec General Capillary","CT:0000485","capillary endothelial cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000037","Hematopoietic stem cells",1.872,0.000390879478827362,"false","true","Hematopoietic Stem Cells","CT:0000491","hematopoietic stem cell"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000669","Pericytes",213.969,0.0280379746835443,"false","true","Pericytes","CT:0000509","pericyte"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028004","Alveolar fibroblasts",593.607,0.0777848101265823,"false","true","Alveolar Fibroblasts","CT:0000471","alveolar type 1 fibroblast cell"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002063","AT2",889.668,0.185765472312704,"false","true","At2","CT:0000465","type II pneumocyte"
"Male","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4033042","Alveolar Mph MT-positive",242,0.00042594385285576,"false","true","Alveolar Mph Mt-Positive","CT:0000469","metallothionein-positive alveolar macrophage"
"Female","CellTypist","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000414","EC venous pulmonary",82.943,0.00753164556962025,"false","true","Ec Venous Systemic","CT:0000487","endothelial cell of venule"
