"organ","as","as_label","sex","tool","modality","cell_id","cell_label","cell_count","cell_percentage"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","19773.78","0.005770489"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","19773.78","0.005770489"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","19687.24","0.005745234"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","19687.24","0.005745234"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","14668.62","0.004280673"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","14668.62","0.004280673"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","13544.52","0.003952633"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","13544.52","0.003952633"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","12842.55","0.003747781"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","12842.55","0.003747781"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","10271.48","0.002997477"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","10271.48","0.002997477"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","7954.232","0.002321246"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","7954.232","0.002321246"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","5448.721","0.001590075"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","5448.721","0.001590075"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","5063.386","0.001477624"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","5063.386","0.001477624"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","4726.301","0.001379254"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","4726.301","0.001379254"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","4083","0.001191523"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","4083","0.001191523"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","3010.691","8.785958E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","3010.691","8.785958E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","2640.261","7.70495E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","2640.261","7.70495E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","1210.504","3.532557E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","1210.504","3.532557E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","1147.276","3.348042E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","1147.276","3.348042E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","1134.732","3.311435E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","1134.732","3.311435E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","1093.92","3.192335E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","1093.92","3.192335E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","755.475","2.204667E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","755.475","2.204667E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030020","Connecting Tubule Intercalated Type A","712","2.077796E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030020","Connecting Tubule Intercalated Type A","712","2.077796E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","422.995","1.234406E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","422.995","1.234406E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","377.787","1.102478E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","377.787","1.102478E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","364.653","1.06415E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","364.653","1.06415E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0001058","Plasmacytoid Dendritic","51","1.488309E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0001058","Plasmacytoid Dendritic","51","1.488309E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000775","Neutrophil","22","6.420157E-6"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000775","Neutrophil","22","6.420157E-6"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000113","Cycling Mononuclear Phagocyte","6","1.750952E-6"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000113","Cycling Mononuclear Phagocyte","6","1.750952E-6"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","116838.8","0.2151926"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","116838.8","0.2151926"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","50998.02","0.09392766"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","50998.02","0.09392766"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","50735.51","0.09344417"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","50735.51","0.09344417"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","46527.19","0.08569333"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","46527.19","0.08569333"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","40581.37","0.07474238"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","40581.37","0.07474238"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","37477.42","0.06902555"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","37477.42","0.06902555"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","31099.88","0.05727946"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","31099.88","0.05727946"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","30587.03","0.0563349"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","30587.03","0.0563349"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","22520.77","0.04147855"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","22520.77","0.04147855"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","21723.95","0.04001096"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","21723.95","0.04001096"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","12975.11","0.02389743"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","12975.11","0.02389743"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","9765.838","0.01798663"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","9765.838","0.01798663"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","8034.145","0.01479721"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","8034.145","0.01479721"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","7678.535","0.01414225"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","7678.535","0.01414225"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","7028.238","0.01294454"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","7028.238","0.01294454"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","7023.381","0.0129356"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","7023.381","0.0129356"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","5812.709","0.01070579"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","5812.709","0.01070579"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","3992.301","0.007352982"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","3992.301","0.007352982"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","3786.67","0.006974253"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","3786.67","0.006974253"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","3168.688","0.005836059"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","3168.688","0.005836059"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","3085.031","0.005681981"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","3085.031","0.005681981"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","3025.54","0.005572411"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","3025.54","0.005572411"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","2382.232","0.004387572"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","2382.232","0.004387572"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","2239.129","0.004124006"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","2239.129","0.004124006"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","2090.482","0.00385023"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","2090.482","0.00385023"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","2081.804","0.003834247"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","2081.804","0.003834247"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","1968.453","0.003625478"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","1968.453","0.003625478"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000715","Cortical Collecting Duct Intercalated Type A","1666.392","0.003069145"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000715","Cortical Collecting Duct Intercalated Type A","1666.392","0.003069145"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","1489.427","0.002743212"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","1489.427","0.002743212"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","1325.759","0.00244177"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","1325.759","0.00244177"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","1087.89","0.002003665"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","1087.89","0.002003665"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","507.655","9.349941E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","507.655","9.349941E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","462.992","8.527343E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","462.992","8.527343E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","386.489","7.118318E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","386.489","7.118318E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","358.775","6.607884E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","358.775","6.607884E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","158.888","2.926384E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","158.888","2.926384E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","53.893","9.925961E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","53.893","9.925961E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","50.229","9.251129E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","50.229","9.251129E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","39.641","7.301042E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","39.641","7.301042E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","35.803","6.594162E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0004200","renal pyramid","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","35.803","6.594162E-5"
